ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1272971,MapQuest,201.0,2,2019-07-15 21:29:29,2019-07-15 22:13:55,37.623444,-122.400665,,,0.0,Middle lane blocked due to accident on US-101 Northbound at San Bruno Ave.,,Bayshore Fwy N,R,San Bruno,San Mateo,CA,94066,US,US/Pacific,KSFO,2019-07-15 21:56:00,62.0,62.0,78.0,29.94,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2057908,MapQuest,201.0,2,2018-06-11 17:49:46,2018-06-11 18:34:25,28.625528,-81.443611,,,0.0,Accident on County Hwy-424 Beggs Rd at Rose Ave.,7698.0,Edgewater Dr,L,Orlando,Orange,FL,32810-3432,US,US/Eastern,KORL,2018-06-11 17:53:00,82.0,,69.0,29.98,10.0,West,15.0,0.0,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3278514,Bing,,2,2020-10-28 04:15:00,2020-10-28 05:32:05,32.777355,-117.162398,32.788145,-117.160208,0.756,Incident on CA-163 NB near FRIARS Expect delays.,,CA-163 N,R,San Diego,San Diego,CA,92108,US,US/Pacific,KMYF,2020-10-28 03:53:00,52.0,52.0,37.0,29.62,10.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-421966,MapQuest,201.0,3,2017-04-24 07:30:19,2017-04-24 08:15:03,42.667244,-73.733116,,,0.87,Right hand shoulder closed due to accident on I-90 Eastbound between Exit 6 US-9 Loudon Rd and Exit 6A Patroon Island Bridge.,,I-787 N,R,Albany,Albany,NY,12204,US,US/Eastern,KALB,2017-04-24 07:51:00,50.0,,66.0,30.17,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3464426,Bing,,3,2020-06-04 18:59:24,2020-06-04 19:29:24,40.67399,-73.80162,40.67399,-73.80162,0.0,At Belt Pky/Exit 1 - Accident.,,Van Wyck Expy S,R,South Ozone Park,Queens,NY,11420,US,US/Eastern,KJFK,2020-06-04 18:51:00,72.0,72.0,71.0,29.87,10.0,S,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3842881,Bing,,2,2019-11-12 12:16:00,2019-11-12 14:09:43,36.217601,-121.752483,36.217601,-121.752483,0.0,At Coast Ridge Rd - Accident.,48787.0, Highway 1,L,Big Sur,Monterey,CA,93920-9577,US,US/Pacific,KMRY,2019-11-12 11:54:00,63.0,63.0,60.0,29.83,10.0,NNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4043716,Bing,,2,2018-05-10 18:43:20,2018-05-11 00:43:20,26.68521,-80.06889,26.67667,-80.07035,0.597,Ramp to US-98/Southern Blvd - Accident. Left lane blocked.,,I-95 S,R,West Palm Beach,Palm Beach,FL,33405,US,US/Eastern,KPBI,2018-05-10 18:53:00,79.0,,64.0,30.06,10.0,NE,11.5,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-277348,MapQuest,201.0,2,2016-11-08 05:49:43,2016-11-08 07:04:29,30.120695,-97.635246,,,0.01,Accident on FM-812 at Elroy Rd.,9098.0,Elroy Rd,L,Del Valle,Travis,TX,78617-4810,US,US/Central,KAUS,2016-11-08 05:53:00,64.9,,93.0,30.12,8.0,NNW,4.6,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2561570,MapQuest,201.0,2,2017-10-20 16:23:09,2017-10-20 16:52:58,35.173298,-80.842857,,,0.0,Accident on Chelsea Dr at Brandywine Rd.,233.0,Brandywine Rd,L,Charlotte,Mecklenburg,NC,28209-2205,US,US/Eastern,KCLT,2017-10-20 16:52:00,80.1,,27.0,30.19,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3133846,Bing,,2,2020-12-28 13:28:00,2020-12-28 15:41:54,37.104424,-121.014028,37.109594,-121.018258,0.427,BOTH VEHS 1125 IN INTERSECTION,,I-5 N,R,Gustine,Merced,CA,95322,US,US/Pacific,KMER,2020-12-28 13:45:00,55.0,55.0,67.0,29.64,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2197921,MapQuest,201.0,3,2018-04-18 08:47:55,2018-04-18 09:17:34,29.98217,-95.422493,,,0.0,Accident on I-45 Northbound at Airtex Dr.,,I-45 N,R,Houston,Harris,TX,77090,US,US/Central,KDWH,2018-04-18 08:49:00,69.8,,83.0,29.97,10.0,SW,8.1,,Overcast,False,False,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3565783,Bing,,1,2020-06-20 04:41:00,2020-06-20 05:41:00,36.0033,-79.8375,36.0033,-79.8375,0.0,At US-220 - Accident. Two lanes closed.,,I-73 S,R,Greensboro,Guilford,NC,27406,US,US/Eastern,KGSO,2020-06-20 04:54:00,64.0,64.0,96.0,29.05,10.0,WSW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-390249,MapQuest,201.0,2,2017-03-12 21:43:41,2017-03-12 22:13:22,29.750023,-95.479568,,,0.01,Accident on Bering Dr at San Felipe St.,5808.0,San Felipe St,R,Houston,Harris,TX,77057-3059,US,US/Central,KMCJ,2017-03-12 21:35:00,57.2,,72.0,30.09,10.0,NNW,5.8,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-208574,MapQuest,201.0,2,2016-09-18 08:55:57,2016-09-18 09:25:57,40.796875,-73.750641,,,0.0,Accident on Gristmill Ln at Stevenson Dr.,98.0,Stevenson Dr,L,Great Neck,Nassau,NY,11023-1824,US,US/Eastern,KLGA,2016-09-18 08:51:00,75.9,,79.0,30.07,10.0,SW,13.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-743986,MapQuest,201.0,2,2020-08-27 10:58:59,2020-08-27 11:28:41,32.465481,-93.797279,,,0.0,Accident on Doris St at Jewella Ave.,4901.0,Jewella Ave,L,Shreveport,Caddo,LA,71109-7301,US,US/Central,KSHV,2020-08-27 10:53:00,74.0,74.0,87.0,29.26,2.0,NNW,31.0,0.15,Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2608513,MapQuest,201.0,2,2017-09-13 09:33:56,2017-09-13 10:18:40,35.751541,-78.585312,,,0.0,Accident on Sunnybrook Rd at Sunbright Ln.,2197.0,Sunnybrook Rd,L,Raleigh,Wake,NC,27610-5127,US,US/Eastern,KRDU,2017-09-13 09:51:00,71.1,,81.0,29.97,10.0,SW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-124545,MapQuest,201.0,3,2016-10-24 09:19:33,2016-10-24 09:49:16,26.087816,-80.363686,,,0.01,Right lane blocked due to accident on I-75 Southbound at Exit 15 Royal Palm Blvd.,,I-75 S,R,Fort Lauderdale,Broward,FL,33326,US,US/Eastern,KHWO,2016-10-24 08:53:00,73.0,,66.0,30.18,10.0,NW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1912248,MapQuest,201.0,2,2018-09-26 17:00:14,2018-09-26 17:29:50,36.916119,-76.253952,,,0.0,Accident on VA-165 Little Creek Rd at Tidewater Dr.,,Tidewater Dr,R,Norfolk,Norfolk,VA,23505,US,US/Eastern,KNGU,2018-09-26 16:59:00,86.0,,59.0,29.95,10.0,SW,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2112919,MapQuest,201.0,2,2018-05-08 15:57:31,2018-05-08 16:27:21,43.006348,-85.664597,,,0.0,Accident on Coit Ave at Guild St.,198.0,Guild St NE,R,Grand Rapids,Kent,MI,49505-4040,US,US/Eastern,KGRR,2018-05-08 15:53:00,78.1,,30.0,30.09,10.0,SW,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2540977,MapQuest,201.0,2,2017-10-10 13:57:47,2017-10-10 14:57:39,45.50378,-122.679008,,,0.0,Accident on US-26 Arthur St at 1st Ave.,,SW Arthur St,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2017-10-10 13:53:00,53.1,,86.0,29.98,4.0,West,8.1,0.0,Light Rain,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-590878,MapQuest,241.0,2,2020-11-01 08:16:00,2020-11-01 10:45:33,33.930096,-118.280518,,,0.0,Lane blocked due to accident on I-105 Eastbound at I-110 Exit 14B.,,Harbor Fwy N,R,Los Angeles,Los Angeles,CA,90061,US,US/Pacific,KHHR,2020-11-01 07:53:00,59.0,59.0,81.0,30.04,4.0,CALM,0.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2676118,MapQuest,201.0,2,2017-08-11 08:19:43,2017-08-11 08:49:12,36.160961,-86.793236,,,0.0,Accident on Charlotte Ave at US-70 14th Ave.,,Charlotte Ave,R,Nashville,Davidson,TN,37203,US,US/Central,KBNA,2017-08-11 08:44:00,80.1,,76.0,30.08,10.0,WSW,3.5,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2038373,MapQuest,201.0,2,2018-05-31 07:25:16,2018-05-31 08:09:48,30.439545,-97.780083,,,0.0,Accident on US-183 Svrd Southbound after Anderson Mill Rd.,13110.0,Research Blvd,L,Austin,Williamson,TX,78750-3209,US,US/Central,KATT,2018-05-31 07:51:00,77.0,,82.0,29.83,10.0,Variable,5.8,,Overcast,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-669829,MapQuest,201.0,2,2020-10-30 07:48:27,2020-10-30 08:47:57,33.418781,-82.078781,,,0.0,Restrictions due to accident on Meadowbrook Dr at US-1 Deans Bridge Rd.,3096.0,Meadowbrook Dr,L,Augusta,Richmond,GA,30906-4368,US,US/Eastern,KAGS,2020-10-30 07:53:00,52.0,52.0,77.0,29.78,10.0,WSW,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3212199,Bing,,2,2020-12-25 20:11:48,2020-12-25 22:11:00,45.505079,-120.180217,45.499961,-120.177347,0.38,A crash has occurred causing no to minimum delays. Use caution.,18048.0, Middle Rock Creek Ln,L,Arlington,Gilliam,OR,97812-6546,US,US/Pacific,KHRI,2020-12-25 20:12:00,32.0,26.0,88.0,29.15,9.0,N,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3013074,Bing,,2,2020-12-27 06:21:00,2020-12-27 06:43:30,32.945562,-97.311669,32.930202,-97.316589,1.099,Slow traffic on I-35W S from Keller Hicks Rd/Exit 64 (I-35W) to Golden Triangle Blvd/Exit 64 (I-35W) due to accident.,,I-35W S,R,Fort Worth,Tarrant,TX,76177,US,US/Central,KAFW,2020-12-27 05:53:00,54.0,54.0,72.0,29.08,10.0,S,22.0,0.0,Fair / Windy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2137864,MapQuest,201.0,2,2018-05-18 15:41:03,2018-05-18 16:09:10,32.221367,-110.976051,,,0.0,Accident on Congress St at Granada Ave and Manning House Wy.,401.0,W Congress St,L,Tucson,Pima,AZ,85701-1310,US,US/Mountain,KDMA,2018-05-18 15:58:00,90.9,,6.0,29.67,10.0,North,8.1,,Clear,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
A-2976436,Bing,,2,2020-12-22 21:35:00,2020-12-23 04:11:51,37.840407,-122.01804,37.851316,-122.028689,0.952,Stationary traffic on I-680 N from El Pintado Rd (I-680) to Stone Valley Rd (I-680) due to accident.,,I-680 N,R,Alamo,Contra Costa,CA,94507,US,US/Pacific,KCCR,2020-12-22 21:53:00,42.0,42.0,65.0,30.15,10.0,SE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-635995,MapQuest,201.0,2,2020-10-08 14:29:31,2020-10-08 15:48:13,41.174816,-112.009712,,,0.0,Lane blocked due to accident on UT-26 Riverdale Rd Eastbound at I-84 Exit 81.,,W Riverdale Rd,R,Ogden,Weber,UT,84405,US,US/Mountain,KOGD,2020-10-08 14:53:00,81.0,81.0,8.0,25.46,10.0,SSW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2809041,Bing,,2,2016-07-13 17:59:50,2016-07-13 23:59:50,40.06647,-74.96585,40.07228,-74.95326,0.777,At PA-63/Woodhaven Rd/Exit 35 - Accident.,,I-95 N,R,Bensalem,Bucks,PA,19020,US,US/Eastern,KPNE,2016-07-13 17:54:00,75.9,,91.0,30.04,10.0,Calm,,0.05,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1195101,MapQuest,201.0,3,2019-09-03 17:58:49,2019-09-03 18:22:42,39.173981,-119.73951,,,1.60000002384,Exit ramp from I-580 Northbound at Exit 39 to Us-50 Westbound lane blocked due to accident.,,US-50 E,R,Carson City,Carson City,NV,89701,US,US/Pacific,KCXP,2019-09-03 17:55:00,88.0,88.0,17.0,25.29,10.0,WNW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-931969,MapQuest,201.0,2,2020-02-04 19:47:36,2020-02-04 20:47:16,32.375938,-86.3218,,,0.0,Accident on I-65 Northbound at Exit 172 Dickerson St.,,AL-6 W,R,Montgomery,Montgomery,AL,36104,US,US/Central,KMXF,2020-02-04 19:45:00,64.0,64.0,88.0,29.79,10.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3494212,Bing,,2,2020-05-15 16:10:33,2020-05-15 17:00:31,39.82342,-76.99761,39.82342,-76.99761,0.0,At Dart Dr/Kuhn Dr - Accident.,1180.0, Carlisle St,L,Hanover,York,PA,17331-1141,US,US/Eastern,KTHV,2020-05-15 15:53:00,83.0,83.0,41.0,29.38,10.0,SSW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2182607,MapQuest,201.0,2,2018-04-11 07:09:42,2018-04-11 08:09:24,30.403502,-84.303986,,,0.0,Accident on Ridge Rd at Creek Rd.,1198.0,Creek Rd,R,Tallahassee,Leon,FL,32305-6769,US,US/Eastern,KTLH,2018-04-11 07:13:00,46.9,,100.0,30.14,2.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3349893,Bing,,2,2020-10-08 05:17:00,2020-10-08 05:51:00,34.316347,-118.439933,34.310985,-118.432838,0.549,Stationary traffic lane closed on I-210 from Roxford St (I-210) to Hubbard St (I-210) due to accident.,,Foothill Fwy E,R,Sylmar,Los Angeles,CA,91342,US,US/Pacific,KWHP,2020-10-08 08:00:00,63.0,63.0,77.0,28.93,4.0,CALM,0.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-362328,MapQuest,241.0,3,2017-03-10 06:22:32,2017-03-10 06:51:35,33.7369,-84.391853,,,0.01,HOV lane blocked due to accident on I-75 Northbound before Central Ave.,,I-75 N,R,Atlanta,Fulton,GA,30315,US,US/Eastern,KATL,2017-03-10 06:52:00,54.0,,97.0,30.02,10.0,WSW,5.8,0.01,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3547195,Bing,,2,2020-06-12 16:45:06,2020-06-12 17:00:06,41.76572,-87.61526,41.76572,-87.61526,0.0,At E 71st St - Accident.,7097.0, S Dr Martin Luther King Jr Dr,L,Chicago,Cook,IL,60637-4615,US,US/Central,KMDW,2020-06-12 16:53:00,68.0,68.0,55.0,29.55,10.0,NE,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-1104795,MapQuest,201.0,2,2019-11-06 12:25:48,2019-11-06 14:47:45,40.793324,-73.277367,,,0.0,Accident on Sagtikos Pkwy Northbound at Exit S2 G St.,,G Rd,R,Brentwood,Suffolk,NY,11717,US,US/Eastern,KISP,2019-11-06 11:56:00,53.0,53.0,38.0,30.25,10.0,WNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-877394,MapQuest,201.0,3,2020-03-03 07:30:19,2020-03-03 08:14:26,29.013107,-81.236221,,,0.0,Accident on I-4 Westbound at Exits 118A-B 118B-A FL-44 New York Ave.,,I-4 W,R,Deland,Volusia,FL,32724,US,US/Eastern,KDED,2020-03-03 07:35:00,63.0,63.0,82.0,29.93,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2346206,MapQuest,201.0,3,2018-01-03 06:56:32,2018-01-03 07:26:16,42.238876,-83.341545,,,0.0,Right hand shoulder blocked due to accident on I-94 Eastbound at Merriman Rd.,,I-94 E,R,Romulus,Wayne,MI,48174,US,US/Eastern,KDTW,2018-01-03 06:53:00,3.9,-13.0,66.0,30.14,10.0,SSW,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2527941,MapQuest,201.0,2,2017-10-04 07:13:46,2017-10-04 07:58:26,36.046337,-95.886238,,,0.0,Accident on 81st St at Memorial Dr.,,E 81st St,R,Tulsa,Tulsa,OK,74133,US,US/Central,KRVS,2017-10-04 07:20:00,72.0,,97.0,30.27,7.0,East,5.8,0.04,Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-1831297,MapQuest,201.0,2,2018-10-18 19:37:51,2018-10-18 20:07:38,34.139072,-80.882835,,,0.0,Accident on Clemson Rd at Summit Pkwy.,,Clemson Rd,R,Columbia,Richland,SC,29229,US,US/Eastern,KCUB,2018-10-18 19:53:00,59.0,,62.0,30.37,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-2169060,MapQuest,201.0,2,2018-04-04 15:00:52,2018-04-04 16:00:19,30.443319,-91.187485,,,0.0,Accident on Government St at Saint Louis St.,324.0,Government St,R,Baton Rouge,East Baton Rouge,LA,70802-6213,US,US/Central,KBTR,2018-04-04 14:53:00,70.0,,27.0,30.17,10.0,NNW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2996133,Bing,,2,2020-09-25 20:22:00,2020-09-25 23:24:18,37.476067,-122.447079,37.477019,-122.44612,0.084,Incident on BEACH AVE near PILARCITOS AVE Drive with caution.,300.0, Beach Ave,L,Half Moon Bay,San Mateo,CA,94019,US,US/Pacific,KHAF,2020-09-25 20:15:00,59.0,59.0,94.0,29.98,5.0,NW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-3727963,Bing,,2,2020-02-15 11:26:00,2020-02-15 12:21:08,38.010287,-122.542092,38.010287,-122.542092,0.0,At Freitas Pky - Accident.,,Redwood Hwy,R,San Rafael,Marin,CA,94903,US,US/Pacific,KDVO,2020-02-15 11:35:00,52.0,52.0,100.0,30.15,6.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3303257,Bing,,2,2020-10-26 14:56:00,2020-10-26 16:34:05,30.332217,-98.000858,30.330464,-98.004718,0.26,Incident on SERENE HILLS DR near FLINT ROCK RD Drive with caution.,4308.0, Serene Hills Dr,R,Austin,Travis,TX,78738,US,US/Central,KRYW,2020-10-26 14:55:00,46.0,42.0,98.0,28.71,7.0,N,8.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2653508,MapQuest,201.0,2,2017-08-01 12:19:38,2017-08-01 12:56:00,29.48572,-98.347267,,,0.0,Accident on Woodlake Pkwy at FM-78 Seguin Rd.,,Woodlake Pkwy,R,San Antonio,Bexar,TX,78244,US,US/Central,KRND,2017-08-01 11:56:00,89.4,,44.0,30.01,10.0,SSE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2523588,MapQuest,201.0,2,2017-10-03 08:47:21,2017-10-03 09:17:07,40.938389,-73.838669,,,0.0,Right hand shoulder blocked due to accident on Bronx River Pkwy Northbound near Sprain Brook Pkwy.,,Bronx River Pkwy S,R,Bronxville,Westchester,NY,10708,US,US/Eastern,KHPN,2017-10-03 08:56:00,60.1,,75.0,30.63,10.0,East,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1738001,MapQuest,201.0,3,2018-11-05 07:07:02,2018-11-05 07:36:35,36.174088,-86.06913,,,0.0,Left lane blocked due to accident on I-40 Westbound after Exit 254.,,I-40 W,R,Gordonsville,Smith,TN,38563,US,US/Central,KSRB,2018-11-05 07:15:00,46.4,,100.0,30.07,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1413191,MapQuest,201.0,2,2019-05-17 15:35:08,2019-05-17 16:45:36,47.615269,-122.314232,,,0.0,Accident on 14th Ave at Pine St.,1348.0,E Pine St,L,Seattle,King,WA,98122-4022,US,US/Pacific,KBFI,2019-05-17 15:53:00,64.0,64.0,41.0,29.9,10.0,SSW,14.0,0.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1912231,MapQuest,201.0,2,2018-09-26 16:05:10,2018-09-26 16:35:01,37.540592,-77.458588,,,0.0,Accident on Harrison St at Dance St.,1167.0,Dance St,R,Richmond,Richmond City,VA,23220-6116,US,US/Eastern,KRIC,2018-09-26 15:54:00,88.0,,57.0,29.94,10.0,SW,11.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2729451,Bing,,2,2016-12-07 04:17:01,2016-12-07 10:17:01,29.56193,-95.14072,29.56181,-95.14062,0.01,At El Dorado Blvd - Accident.,,Galveston Rd,R,Webster,Harris,TX,77598,US,US/Central,KEFD,2016-12-07 03:50:00,,,,30.05,10.0,North,3.5,,Scattered Clouds,False,False,True,False,False,False,True,False,False,False,False,True,False,Night,Night,Night,Night
A-25838,MapQuest,201.0,2,2016-08-04 11:40:11,2016-08-04 12:10:11,38.559299,-121.473068,,,0.0,Accident on US-50 Eastbound at CA-99.,,Capital City Fwy E,R,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,2016-08-04 11:53:00,72.0,,49.0,29.89,10.0,SW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2470229,MapQuest,201.0,3,2017-11-03 11:34:29,2017-11-03 12:03:46,38.772644,-90.307655,,,0.0,Right lane closed due to accident on I-270 Westbound at Elizabeth Ave.,,I-270 E,R,Saint Louis,St. Louis County,MO,63135,US,US/Central,KSTL,2017-11-03 11:29:00,51.1,,77.0,30.29,9.0,ENE,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1687927,MapQuest,241.0,2,2018-12-07 22:30:44,2018-12-07 23:00:32,40.630585,-75.470528,,,0.0,Lane blocked due to accident on US-22 at Fullerton Ave.,,US-22 E,R,Whitehall,Lehigh,PA,18052,US,US/Eastern,KABE,2018-12-07 22:51:00,26.1,,53.0,30.47,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4186697,Bing,,3,2019-05-19 10:29:17,2019-05-19 10:59:15,26.08295,-80.16848,26.09529,-80.16868,0.853,At SR-84/Exit 25 - Accident. Right lane blocked. Vehicle fire.,,I-95 N,R,Fort Lauderdale,Broward,FL,33315,US,US/Eastern,KFLL,2019-05-19 10:53:00,84.0,84.0,63.0,30.01,10.0,ESE,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2266315,MapQuest,201.0,2,2018-03-22 09:51:36,2018-03-22 10:51:27,33.706242,-80.865646,,,0.0,Accident on US-176 Old State Rd at Pit Stop Ln.,1.0,Pit Stop Ln,L,Saint Matthews,Calhoun,SC,29135-8489,US,US/Eastern,KOGB,2018-03-22 09:53:00,43.0,36.8,51.0,30.19,10.0,NNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3262252,Bing,,2,2020-12-23 22:08:29,2020-12-23 22:32:34,44.457603,-95.594197,44.457673,-95.614487,1.001,Stationary traffic on MN-19 - MN-68 from MN-68 (MN-19) to CR-11 (MN-19) due to accident.,,Lyon Redwood Rd,R,Milroy,Redwood,MN,56263,US,US/Central,KTKC,2020-12-23 22:15:00,4.0,-19.0,66.0,28.43,10.0,NNW,25.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2482381,MapQuest,201.0,3,2017-11-10 11:43:01,2017-11-10 12:27:50,35.784,-78.700424,,,0.0,Accident on I-440 Westbound at Exits 2A 2B Western Blvd.,,Western Blvd,R,Raleigh,Wake,NC,27606,US,US/Eastern,KRDU,2017-11-10 11:51:00,55.0,,49.0,30.22,10.0,Variable,6.9,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4106110,Bing,,4,2017-12-06 18:29:39,2017-12-07 00:29:39,39.18321,-76.75432,39.18321,-76.75432,0.0,Closed at Washington Blvd - Road closed due to accident.,6898.0, Douglas Legum Dr,L,Elkridge,Howard,MD,21075,US,US/Eastern,KBWI,2017-12-06 18:54:00,41.0,39.0,45.0,30.04,10.0,SSW,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3483576,Bing,,2,2020-05-09 13:56:00,2020-05-09 14:27:36,38.506905,-122.769949,38.506905,-122.769949,0.0,At Fulton Rd - Accident.,,Redwood Hwy N,R,Santa Rosa,Sonoma,CA,95403,US,US/Pacific,KSTS,2020-05-09 13:53:00,74.0,74.0,50.0,29.73,10.0,SSE,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1647942,MapQuest,201.0,3,2019-01-17 11:02:55,2019-01-17 12:20:00,39.533352,-119.738396,,,0.0,Accident on I-80 Eastbound at NV-659 Mccarran Blvd.,,I-80 W,R,Sparks,Washoe,NV,89431,US,US/Pacific,KRNO,2019-01-17 10:55:00,41.0,33.9,76.0,29.85,7.0,SSW,12.7,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
